type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223489. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21573?id=pbdb-occ-223489		21573		PBDB	21573	Omo - L.193	FossilSpecimen			{"sampleSizeValue":"2", "sampleSizeUnit":"specimens" }	pbdb:occ:223489			Eck							present				G. Eck. 1977. Diversity and frequency distributions of Omo Group Cercopithecidae. Journal of Human Evolution 6:55-63				ETE Size: macro; ETE reference list: 104, ; ETE museum list: BMNH: British Museum (Natural History), ENM, KNM, MNHN: Muséum National d'Histoire Naturelle, Paris, France, UCBE						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				Omo River Valley, includes L.899, one suid specimen may be from D-3	ET											5.0794	36.023899	not recorded (forced WGS84)		0.0001		5.0794	36.023899									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff C (2.85+-.08ma), Min = Tuff D (2.52+-.05ma) radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated, ETE lithology comments: fines up from me	Omo	Shungura	C	localbed:C-7 to C-9											Theropithecus Geoffroy 1843				1977	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223535. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21587?id=pbdb-occ-223535		21587		PBDB	21587	Omo - F.257	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens" }	pbdb:occ:223535			Leakey							present				M. G. Leakey. 1982. Extinct large Colobines from the Plio-Pleistocene of Africa. American Journal of Physical Anthropology 58:153-172				ETE Size: macro; ETE reference list: 436, ; ETE museum list: ENM, KNM, MNHN: Muséum National d'Histoire Naturelle, Paris, France, UCBE						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				most likely in the vicinity of F256-255, but cannot locate, lat/long estimated from grid overlain on aerial photo	ET											5.0083	35.9958	not recorded (forced WGS84)		0.0001		5.0083	35.9958									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff G, Min = Tuff H radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated, ETE lithology comments: fines up to silt, sand=regularly stratified	Omo	Shungura	G	localbed:G-13											Theropithecus Geoffroy 1843				1982	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223580. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21602?id=pbdb-occ-223580		21602		PBDB	21602	Omo - L.37	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens" }	pbdb:occ:223580			Leakey							present				M. G. Leakey. 1982. Extinct large Colobines from the Plio-Pleistocene of Africa. American Journal of Physical Anthropology 58:153-172				ETE Size: macro; ETE reference list: 441, 409, ; ETE museum list: BMNH: British Museum (Natural History), ENM, KNM, MNHN: Muséum National d'Histoire Naturelle, Paris, France						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				lat/long obtained from grid overlain on aerial photo	ET											5.0769	36.016899	not recorded (forced WGS84)		0.0001		5.0769	36.016899									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff C (2.85+-.08ma), Min = Tuff D (2.52+-.05ma) radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated,silty, ETE lithology comments: medium san	Omo	Shungura	C	localbed:C-8											Theropithecus Geoffroy 1843				1982	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223586. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21605?id=pbdb-occ-223586		21605		PBDB	21605	Omo - O.132	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens" }	pbdb:occ:223586			de Heinzelin							present				J. de Heinzelin. 1983. The Omo Group: Archives of the International Omo Research Expedition. Musee Royal de l'Afrique Centrale, Annales Series 8, Tervuren, Belgique 85				ETE Size: macro; ETE reference list: 104, ; ETE museum list: ENM, KNM, UCBE						Theropithecus brumpti | Theropithecus Geoffroy 1843														selective quarrying,surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				lat/long obtained from grid overlain on aerial photo	ET											5.0494	36.025002	not recorded (forced WGS84)		0.0001		5.0494	36.025002									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff C (2.85+-.-8ma), Min = Tuff D (2.52+-.05ma) radiometric intage_min | lithostratigraphic description:ETE rock type adj: compact, ETE lithology comments: medium, fines up to sil	Omo	Shungura	C	localbed:C-6											Theropithecus Geoffroy 1843				1983	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223589. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21606?id=pbdb-occ-223589		21606		PBDB	21606	Omo - L.143	FossilSpecimen			{"sampleSizeValue":"3", "sampleSizeUnit":"specimens" }	pbdb:occ:223589			Wesselman							present				H. B. Wesselman. 1984. The Omo Micromammals: Systematics and Paleoecology of Early Man Sites from Ethiopia. Contributions to Vertebrate Evolution 17				ETE Size: macro; ETE reference list: 415, 414, 412, 411, 409, 123, 121, 104, ; ETE museum list: ENM, KNM, MNHN: Muséum National d'Histoire Naturelle, Paris, France, UCBE						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				lat/long obtained from grid overlain on aerial photo	ET											5.1017	36.023602	not recorded (forced WGS84)		0.0001		5.1017	36.023602									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff C (2.85+-.08ma), Min = Tuff D (2.52+-.05ma) radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated, ETE lithology comments: fines up to silt	Omo	Shungura	C	localbed:C-9											Theropithecus Geoffroy 1843				1984	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223625. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21609?id=pbdb-occ-223625		21609		PBDB	21609	Omo - L.467	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens", "geogscale":"basin" }	pbdb:occ:223625			Wesselman							present				H. B. Wesselman. 1984. The Omo Micromammals: Systematics and Paleoecology of Early Man Sites from Ethiopia. Contributions to Vertebrate Evolution 17				ETE Size: macro; ETE reference list: 443, 418, 418, 417, 416, 411, 409, 123, 121, 104, ; ETE museum list: BMNH: British Museum (Natural History), ENM, KNM, MNHN: Muséum National d'Histoire Naturelle, Paris, France, UCBE						Theropithecus brumpti | Theropithecus Geoffroy 1843														selective quarrying,surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				Omo River Valley, lat/long obtained from grid overlain on aerial photo	ET											5.0967	36.037498	not recorded (forced WGS84)		0.0001		5.0967	36.037498									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff F, Min = Tuff G radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated, ETE lithology comments: quartz flakes, tuffitic sandy silt, some gra	Omo	Shungura	F	localbed:F-1											Theropithecus Geoffroy 1843				1984	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223650. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21613?id=pbdb-occ-223650		21613		PBDB	21613	East Turkana - Omo - L.362	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens" }	pbdb:occ:223650			Harris							present				J. M. Harris. 1991. Koobi Fora Research Project, Vol III, The Fossil Ungulates: Geology, Fossil Artiodactyls and Paleoenvironments. Oxford University Press, New York				ETE Size: macro; ETE reference list: 415, 414, 409, 123, 104, ; ETE museum list: BMNH: British Museum (Natural History), ENM, KNM						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				Omo River Valley, lat/long obtained from grid overlain on aerial photo	ET											5.1042	36.027199	not recorded (forced WGS84)		0.0001		5.1042	36.027199									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff C (2.85+-.08ma), Min = Tuff D (2.52+-.05ma) radiometric intage_min | lithostratigraphic description:ETE rock type adj: sandy, ETE lithology comments: unconsolidated, fines up	Omo	Shungura	C	localbed:C-5											Theropithecus Geoffroy 1843				1991	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223743. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21625?id=pbdb-occ-223743		21625		PBDB	21625	Omo - O.33	FossilSpecimen			{"sampleSizeValue":"2", "sampleSizeUnit":"specimens" }	pbdb:occ:223743			Feibel et al.							present				C. S. Feibel, F.H. Brown, and I. McDougall. 1989. Stratigraphic Context of Fossil hominids from the Omo Group Deposits: Northern Turkana Basin, Kenya and Ethiopia. American Journal of Physical Anthropology 78:595-622				ETE Size: both; ETE reference list: 104, ; ETE museum list: ENM, MNHN: Muséum National d'Histoire Naturelle, Paris, France						Theropithecus brumpti | Theropithecus Geoffroy 1843														bulk,selective quarrying,surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				Omo River Valley, dense bone acumulation, excavated 1972-1974, suids are from F-1, lat/long obtained from grid overlain on aerial photo	ET											5.0661	36.029999	not recorded (forced WGS84)		0.0001		5.0661	36.029999									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Min and Max Ages = Tuff F radiometric intage_min | lithostratigraphic description:ETE rock type adj: silty, ETE lithology comments: lenses of med-coarse sand, pumice, clay and silt | lit	Omo	Shungura	F	localbed:Tuff F to F-1											Theropithecus Geoffroy 1843				1989	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223785. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21627?id=pbdb-occ-223785		21627		PBDB	21627	Omo - L.338y	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens" }	pbdb:occ:223785			Feibel et al.							present				C. S. Feibel, F.H. Brown, and I. McDougall. 1989. Stratigraphic Context of Fossil hominids from the Omo Group Deposits: Northern Turkana Basin, Kenya and Ethiopia. American Journal of Physical Anthropology 78:595-622				ETE Size: both; ETE reference list: 415, 414, 412, 409, 123, ; ETE museum list: ENM, MNHN: Muséum National d'Histoire Naturelle, Paris, France, UCBE						Theropithecus brumpti | Theropithecus Geoffroy 1843														bulk,selective quarrying,surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				West side of Omo River, lat/long obtained from grid overlain on aerial photo	ET											5.1231	36.022202	not recorded (forced WGS84)		0.0001		5.1231	36.022202									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff E, Min = Tuff F radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated, ETE lithology comments: stratified silty sand, sandy silt,compacted	Omo	Shungura	E	localbed:E-3											Theropithecus Geoffroy 1843				1989	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223819. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21630?id=pbdb-occ-223819		21630		PBDB	21630	Omo - L.327	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens" }	pbdb:occ:223819			Feibel et al.							present				C. S. Feibel, F.H. Brown, and I. McDougall. 1989. Stratigraphic Context of Fossil hominids from the Omo Group Deposits: Northern Turkana Basin, Kenya and Ethiopia. American Journal of Physical Anthropology 78:595-622				ETE Size: macro; ETE reference list: 415, 414, 409, 123, 104, ; ETE museum list: BMNH: British Museum (Natural History), ENM, KNM						Theropithecus brumpti | Theropithecus Geoffroy 1843														selective quarrying,surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				Omo River Valley, hominid site, lat/long obtained from grid overlain on aerial photo	ET											5.1006	36.026901	not recorded (forced WGS84)		0.0001		5.1006	36.026901									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max=Tuff C (2.85+-.08ma), Min = Tuff D (2.52+-.05ma) radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated, ETE lithology comments: silt and silty cla	Omo	Shungura	C	localbed:C-5 to C-6											Theropithecus Geoffroy 1843				1989	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
